# realdump/bin_5  RELASZ=0x56700  entries=14752
# idx | r_offset            r_info       type  sym | addend                 decode
  282 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc300000210eb8148  sub rbx,0x210;ret
  283 | 0x00000000008040e0  0x0000000f00000001  R_64      15 | 0x000000000205c308  
  284 | 0x00000000008040de  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
  285 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
  286 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  287 | 0x0000000001006b00  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  288 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  289 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  290 | 0x0000000001006b48  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  291 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  292 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  293 | 0x0000000001006b90  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  294 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  295 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  296 | 0x0000000001006bd8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  297 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  298 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  299 | 0x0000000001006c20  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  300 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  301 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  302 | 0x0000000001006c68  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  303 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  304 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  305 | 0x0000000001006cb0  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  306 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  307 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  308 | 0x0000000001006cf8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  309 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  310 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  311 | 0x0000000001006d40  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  312 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  313 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  314 | 0x0000000001006d88  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  315 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  316 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  317 | 0x0000000001006dd0  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  318 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  319 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  320 | 0x0000000001006e18  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  321 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  322 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  323 | 0x0000000001006e60  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  324 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  325 | 0x0000000001006e90  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
  326 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc3000000d8c38148  add rbx,0xd8;ret
  327 | 0x00000000008040e0  0x0000000f00000001  R_64      15 | 0x000000000205c308  
  328 | 0x00000000008040de  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
  329 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
  330 | 0x0000000001006f08  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
  331 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc300000528c38148  add rbx,0x528;ret
  332 | 0x00000000008040e0  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
  333 | 0x0000000001006f50  0x0000000000000026  R64_REL    0 | 0x000000000205c300  
  334 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0x000000000000000c  
  335 | 0x0000000000804170  0x0000000000000026  R64_REL    0 | 0x000000000205c300  
  336 | 0x00000000008040de  0x0000000f00000005  COPY      15 | 0x0000000000000000  
  337 | 0x0000000000804170  0x0000000000000026  R64_REL    0 | 0x0000000000000000  
  338 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
  339 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0xffffffffffffffff  
  340 | 0x0000000001006ff8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  341 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  342 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
  343 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
  344 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  345 | 0x0000000001007070  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  346 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  347 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  348 | 0x00000000010070b8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  349 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  350 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  351 | 0x0000000001007100  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  352 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  353 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  354 | 0x0000000001007148  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  355 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  356 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  357 | 0x0000000001007190  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  358 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  359 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  360 | 0x00000000010071d8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  361 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  362 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  363 | 0x0000000001007220  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  364 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  365 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  366 | 0x0000000001007268  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  367 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  368 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  369 | 0x00000000010072b0  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  370 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  371 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  372 | 0x00000000010072f8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  373 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  374 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  375 | 0x0000000001007340  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  376 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  377 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  378 | 0x0000000001007388  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  379 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  380 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  381 | 0x00000000010073d0  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  382 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  383 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  384 | 0x0000000001007418  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  385 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  386 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  387 | 0x0000000001007460  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  388 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  389 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  390 | 0x00000000010074a8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  391 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  392 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
  393 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
  394 | 0x0000000001007508  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
  395 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc3000006f0eb8148  sub rbx,0x6f0;ret
  396 | 0x00000000008040e0  0x0000000f00000001  R_64      15 | 0x000000000205c308  
  397 | 0x00000000008040de  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
  398 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
  399 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
  400 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
  401 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  402 | 0x00000000010075c8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  403 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  404 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  405 | 0x0000000001007610  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  406 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  407 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  408 | 0x0000000001007658  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  409 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  410 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  411 | 0x00000000010076a0  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  412 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  413 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  414 | 0x00000000010076e8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  415 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  416 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  417 | 0x0000000001007730  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  418 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  419 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  420 | 0x0000000001007778  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  421 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  422 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  423 | 0x00000000010077c0  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  424 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  425 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
  426 | 0x0000000001007808  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  427 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  428 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
  429 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
  430 | 0x0000000001007868  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
  431 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc3000000d8c38148  add rbx,0xd8;ret
  432 | 0x00000000008040e0  0x0000000f00000001  R_64      15 | 0x000000000205c308  
  433 | 0x00000000008040de  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
  434 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
  435 | 0x00000000010078e0  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
  436 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0x000000c348c38348  add rbx,0x48;ret
  437 | 0x00000000008040e0  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
  438 | 0x0000000001007928  0x0000000000000026  R64_REL    0 | 0x000000000205c300  
  439 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0x000000000000000c  
  440 | 0x0000000000804170  0x0000000000000026  R64_REL    0 | 0x000000000205c300  
  441 | 0x00000000008040de  0x0000000f00000005  COPY      15 | 0x0000000000000000  
  442 | 0x0000000000804170  0x0000000000000026  R64_REL    0 | 0x0000000000000000  
  443 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
  444 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0xffffffffffffffff  
  445 | 0x00000000010079d0  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  446 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  447 | 0x0000000001007a00  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
  448 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc300000210eb8148  sub rbx,0x210;ret
  449 | 0x00000000008040e0  0x0000000f00000001  R_64      15 | 0x000000000205c308  
  450 | 0x00000000008040de  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
  451 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
  452 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
  453 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
  454 | 0x0000000001007aa8  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
  455 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc3000000d8c38148  add rbx,0xd8;ret
  456 | 0x00000000008040e0  0x0000000f00000001  R_64      15 | 0x000000000205c308  
  457 | 0x00000000008040de  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
  458 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
  459 | 0x0000000001007b20  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
  460 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0x000000c348c38348  add rbx,0x48;ret
  461 | 0x00000000008040e0  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
  462 | 0x0000000001007b68  0x0000000000000026  R64_REL    0 | 0x000000000205c300  
  463 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0x000000000000000c  
  464 | 0x0000000000804170  0x0000000000000026  R64_REL    0 | 0x000000000205c300  
  465 | 0x00000000008040de  0x0000000f00000005  COPY      15 | 0x0000000000000000  
  466 | 0x0000000000804170  0x0000000000000026  R64_REL    0 | 0x0000000000000000  
  467 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
  468 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0xffffffffffffffff  
  469 | 0x0000000001007c10  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
  470 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
  471 | 0x0000000001007c40  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
  472 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc300000210eb8148  sub rbx,0x210;ret
  473 | 0x00000000008040e0  0x0000000f00000001  R_64      15 | 0x000000000205c308  
  474 | 0x00000000008040de  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
  475 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
  476 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
